"UMIS BILL ID";"Revenue Month";"Consumption (KWH)"
"14841824";"2024-12";"22.555"
"14841824";"2024-12";"30.528"
"14841824";"2024-12";"23.362"
"14841824";"2024-12";"29.956"
"14841824";"2024-12";"29.255"
"14841824";"2024-12";"23.561"
"14841824";"2024-12";"30.108"
"14841824";"2024-12";"23.259"
"14841824";"2024-12";"25.971"
"14841824";"2024-12";"24.102"
"14841824";"2024-12";"26.181"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"0"
"14841824";"2024-12";"21.349"
"14842174";"2024-12";"69.481"
"14842174";"2024-12";"59.774"
"14842174";"2024-12";"68.835"
"14842174";"2024-12";"62.015"
"14842174";"2024-12";"127.403"
"14842174";"2024-12";"68.596"
"14842174";"2024-12";"70.373"
"14842174";"2024-12";"74.336"
"14842174";"2024-12";"71.209"
"14842174";"2024-12";"55.014"
"14842174";"2024-12";"59.609"
"14842174";"2024-12";"60.797"
"14842174";"2024-12";"0"
"14842174";"2024-12";"0"
"14842174";"2024-12";"0"
"14842174";"2024-12";"0"
"14842174";"2024-12";"0"
"14842174";"2024-12";"0"
"14842174";"2024-12";"0"
"14842174";"2024-12";"0"
"14842174";"2024-12";"0"
"14842174";"2024-12";"0"
"14842174";"2024-12";"0"
"14842174";"2024-12";"0"
"14841740";"2024-12";"256"
"14841517";"2024-12";"291"
"14841276";"2024-12";"0"
"14841276";"2024-12";"14.431"
"14841616";"2024-12";"26.231"
"14841616";"2024-12";"0"
"14841616";"2024-12";"0"
"14841616";"2024-12";"0"
"14841616";"2024-12";"0"
"14841616";"2024-12";"0"
"14841616";"2024-12";"0"
"14841616";"2024-12";"0"
"14841616";"2024-12";"0"
"14841616";"2024-12";"0"
"14841616";"2024-12";"0"
"14841616";"2024-12";"0"
"14841616";"2024-12";"0"
"14841616";"2024-12";"0"
"14841616";"2024-12";"0"
"14841616";"2024-12";"0"
"14841616";"2024-12";"0"
"14841616";"2024-12";"0"
"14841616";"2024-12";"0"
"14841616";"2024-12";"0"
"14841616";"2024-12";"26.014"
"14841616";"2024-12";"22.832"
"14841616";"2024-12";"29.950"
"14841616";"2024-12";"30.980"
"14841616";"2024-12";"33.318"
"14841616";"2024-12";"27.291"
"14841616";"2024-12";"28.211"
"14841616";"2024-12";"23.101"
"14841616";"2024-12";"29.128"
"14841616";"2024-12";"28.808"
"14841616";"2024-12";"29.448"
"14841616";"2024-12";"24.307"
"14841616";"2024-12";"29.733"
"14841616";"2024-12";"31.063"
"14841616";"2024-12";"29.773"
"14841616";"2024-12";"29.198"
"14841616";"2024-12";"31.753"
"14841616";"2024-12";"31.812"
"14842006";"2024-12";"83.540"
"14841943";"2024-12";"85.477"
"14841195";"2024-12";"7.147"
"14841746";"2024-12";"0"
"14841746";"2024-12";"0"
"14841746";"2024-12";"0"
"14841746";"2024-12";"0"
